"Location","String Value","String Representation","Data Type","Label","Is Ascii","Function Name"
"004eae28","1rxgainerr2ga0 1rxgainerr2ga1 1rxgainerr2ga2 1*4rxgainerr5ga0 1*4rxgainerr5ga1 1*4rxgainerr5ga2","\"1rxgainerr2ga0 1rxgainerr2ga1 1rxgainerr2ga2 1*4rxgainerr5ga0 1*4rxgainerr5ga1 1*4rxgainerr5ga2\"","ds","","true",""
"004eaeb0","2usbdesc_composite","\"2usbdesc_composite\"","ds","","true",""
"004eaed8","0rxgains5gtrelnabypa0 0rxgains5gtrisoa0 0rxgains5gelnagaina0 0rxgains2gtrelnabypa0 0rxgains2gtrisoa0 0rxgains2gelnagaina0 0rxgains5ghtrelnabypa0 0rxgains5ghtrisoa0 0rxgains5ghelnagaina0 0rxgains5gmtrelnabypa0 0rxgains5gmtrisoa0 0rxgains5gmelnagaina0","\"0rxgains5gtrelnabypa0 0rxgains5gtrisoa0 0rxgains5gelnagaina0 0rxgains2gtrelnabypa0 0rxgains2gtrisoa0 0rxgains2gelnagaina0 0rxgains5ghtrelnabypa0 0rxgains5ghtrisoa0 0rxgains5ghelnagaina0 0rxgains5gmtrelnabypa0 0rxgains5gmtrisoa0 0rxgains5gmelnagaina0\"","ds","","true",""
"004eafd4","0rxgains5gtrelnabypa1 0rxgains5gtrisoa1 0rxgains5gelnagaina1 0rxgains2gtrelnabypa1 0rxgains2gtrisoa1 0rxgains2gelnagaina1 0rxgains5ghtrelnabypa1 0rxgains5ghtrisoa1 0rxgains5ghelnagaina1 0rxgains5gmtrelnabypa1 0rxgains5gmtrisoa1 0rxgains5gmelnagaina1","\"0rxgains5gtrelnabypa1 0rxgains5gtrisoa1 0rxgains5gelnagaina1 0rxgains2gtrelnabypa1 0rxgains2gtrisoa1 0rxgains2gelnagaina1 0rxgains5ghtrelnabypa1 0rxgains5ghtrisoa1 0rxgains5ghelnagaina1 0rxgains5gmtrelnabypa1 0rxgains5gmtrisoa1 0rxgains5gmelnagaina1\"","ds","","true",""
"004eb0d0","0rxgains5gtrelnabypa2 0rxgains5gtrisoa2 0rxgains5gelnagaina2 0rxgains2gtrelnabypa2 0rxgains2gtrisoa2 0rxgains2gelnagaina2 0rxgains5ghtrelnabypa2 0rxgains5ghtrisoa2 0rxgains5ghelnagaina2 0rxgains5gmtrelnabypa2 0rxgains5gmtrisoa2 0rxgains5gmelnagaina2","\"0rxgains5gtrelnabypa2 0rxgains5gtrisoa2 0rxgains5gelnagaina2 0rxgains2gtrelnabypa2 0rxgains2gtrisoa2 0rxgains2gelnagaina2 0rxgains5ghtrelnabypa2 0rxgains5ghtrisoa2 0rxgains5ghelnagaina2 0rxgains5gmtrelnabypa2 0rxgains5gmtrisoa2 0rxgains5gmelnagaina2\"","ds","","true",""
"004eb1cc","2tx_duty_cycle_ofdm_40_5g 2tx_duty_cycle_thresh_40_5g 2tx_duty_cycle_ofdm_80_5g 2tx_duty_cycle_thresh_80_5g","\"2tx_duty_cycle_ofdm_40_5g 2tx_duty_cycle_thresh_40_5g 2tx_duty_cycle_ofdm_80_5g 2tx_duty_cycle_thresh_80_5g\"","ds","","true",""
"004eb238","0pdoffset2g40ma0 0pdoffset2g40ma1 0pdoffset2g40ma2 0pdoffset2g40mvalid","\"0pdoffset2g40ma0 0pdoffset2g40ma1 0pdoffset2g40ma2 0pdoffset2g40mvalid\"","ds","","true",""
"004eb2d4","2subband5gver","\"2subband5gver\"","ds","","true",""
"004eb2e4","1paparambwver","\"1paparambwver\"","ds","","true",""
"004eb320","2rpcal2g 2rpcal5gb0 2rpcal5gb1 2rpcal5gb2 2rpcal5gb3","\"2rpcal2g 2rpcal5gb0 2rpcal5gb1 2rpcal5gb2 2rpcal5gb3\"","ds","","true",""
"004eb970","Driver is Up
","\"Driver is Up\n\"","ds","s_Driver_is_Up_004eb970","true",""
"004eb980","Driver is Down
","\"Driver is Down\n\"","ds","","true",""
"004eb990","wlc_suspend_mac_and_wait() failed with psmdebug 0x%08x
","\"wlc_suspend_mac_and_wait() failed with psmdebug 0x%08x\n\"","ds","","true",""
"004eb9c8","No Progress on TX for %d seconds
","\"No Progress on TX for %d seconds\n\"","ds","","true",""
"004eb9ec","Detected a change in RF Disable Input 0x%x
","\"Detected a change in RF Disable Input 0x%x\n\"","ds","","true",""
"004eba18","Register %s = 0x%x
","\"Register %s = 0x%x\n\"","ds","","true",""
"004eba2c","Strong RF interference detected
","\"Strong RF interference detected\n\"","ds","","true",""
"004eba50","Searching for networks with ssid %s
","\"Searching for networks with ssid %s\n\"","ds","","true",""
"004eba78","Successfully joined network with BSSID %s
","\"Successfully joined network with BSSID %s\n\"","ds","","true",""
"004ebaa4","No networks found. Please check if the network exists and is in range
","\"No networks found. Please check if the network exists and is in range\n\"","ds","","true",""
"004ebaec","AP rejected due to security mismatch. Change the security settings and try again...
","\"AP rejected due to security mismatch. Change the security settings and try again...\n\"","ds","","true",""
"004ebb44","AP rejected due to rate mismatch
","\"AP rejected due to rate mismatch\n\"","ds","","true",""
"004ebb68","AP rejected due to reason %d
","\"AP rejected due to reason %d\n\"","ds","","true",""
"004ebb88","Inserting keys for algorithm %d
","\"Inserting keys for algorithm %d\n\"","ds","","true",""
"004ebbac","Received Deauth from %s with Reason %d
","\"Received Deauth from %s with Reason %d\n\"","ds","","true",""
"004ebbd4","Received Disassoc from %s with Reason %d
","\"Received Disassoc from %s with Reason %d\n\"","ds","","true",""
"004ebc00","Link Up
","\"Link Up\n\"","ds","","true",""
"004ebc0c","Link Down
","\"Link Down\n\"","ds","","true",""
"004ebc18","Radio button is turned OFF. Please turn it on...
","\"Radio button is turned OFF. Please turn it on...\n\"","ds","","true",""
"004ebc4c","Hardware Radio button is turned ON
","\"Hardware Radio button is turned ON\n\"","ds","","true",""
"004ebc70","Generated event id %d: (result status) is (%s)
","\"Generated event id %d: (result status) is (%s)\n\"","ds","","true",""
"004ebca0","Device going into power state %d
","\"Device going into power state %d\n\"","ds","","true",""
"004ebcc4","Software Radio is disabled. Please enable it through the UI...
","\"Software Radio is disabled. Please enable it through the UI...\n\"","ds","","true",""
"004ebd04","Software Radio is enabled
","\"Software Radio is enabled\n\"","ds","","true",""
"004ebd20","Potential passphrase mismatch. Please try a different one...
","\"Potential passphrase mismatch. Please try a different one...\n\"","ds","","true",""
"004ebd60","Fatal Error: intstatus 0x%x
","\"Fatal Error: intstatus 0x%x\n\"","ds","","true",""
"004ebd80","Authentication to %s Failed with status %d
","\"Authentication to %s Failed with status %d\n\"","ds","","true",""
"004ebdac","Association to %s Failed with status %d
","\"Association to %s Failed with status %d\n\"","ds","","true",""
"004ebdd8","Unable to start IBSS since PeerNet is already active
","\"Unable to start IBSS since PeerNet is already active\n\"","ds","","true",""
"004ebe10","Unable to start Ext-AP since PeerNet is already active
","\"Unable to start Ext-AP since PeerNet is already active\n\"","ds","","true",""
"004ec4f4","DSSS1_MULTI1","\"DSSS1_MULTI1\"","ds","","true",""
"004ec510","DSSS2_MULTI1","\"DSSS2_MULTI1\"","ds","","true",""
"004ec52c","DSSS5_MULTI1","\"DSSS5_MULTI1\"","ds","","true",""
"004ec548","DSSS11_MULTI1","\"DSSS11_MULTI1\"","ds","","true",""
"004eca34","DSSS1_MULTI2","\"DSSS1_MULTI2\"","ds","","true",""
"004eca50","DSSS2_MULTI2","\"DSSS2_MULTI2\"","ds","","true",""
"004eca6c","DSSS5_MULTI2","\"DSSS5_MULTI2\"","ds","","true",""
"004eca88","DSSS11_MULTI2","\"DSSS11_MULTI2\"","ds","","true",""
"004eccd4","MCS0_STBC_SPEXP1","\"MCS0_STBC_SPEXP1\"","ds","","true",""
"004eccf0","MCS1_STBC_SPEXP1","\"MCS1_STBC_SPEXP1\"","ds","","true",""
"004ecd0c","MCS2_STBC_SPEXP1","\"MCS2_STBC_SPEXP1\"","ds","","true",""
"004ecd28","MCS3_STBC_SPEXP1","\"MCS3_STBC_SPEXP1\"","ds","","true",""
"004ecd44","MCS4_STBC_SPEXP1","\"MCS4_STBC_SPEXP1\"","ds","","true",""
"004ecd60","MCS5_STBC_SPEXP1","\"MCS5_STBC_SPEXP1\"","ds","","true",""
"004ecd7c","MCS6_STBC_SPEXP1","\"MCS6_STBC_SPEXP1\"","ds","","true",""
"004ecd98","MCS7_STBC_SPEXP1","\"MCS7_STBC_SPEXP1\"","ds","","true",""
"004ecdb4","VHT8SS1_STBC_SPEXP1","\"VHT8SS1_STBC_SPEXP1\"","ds","","true",""
"004ecdd0","VHT9SS1_STBC_SPEXP1","\"VHT9SS1_STBC_SPEXP1\"","ds","","true",""
"004ecdec","MCS87_STBC_SPEXP1","\"MCS87_STBC_SPEXP1\"","ds","","true",""
"004ece08","MCS88_STBC_SPEXP1","\"MCS88_STBC_SPEXP1\"","ds","","true",""
"004ece24","MCS8_SPEXP1","\"MCS8_SPEXP1\"","ds","","true",""
"004ece5c","MCS10_SPEXP1","\"MCS10_SPEXP1\"","ds","","true",""
"004ece78","MCS11_SPEXP1","\"MCS11_SPEXP1\"","ds","","true",""
"004ece94","MCS12_SPEXP1","\"MCS12_SPEXP1\"","ds","","true",""
"004eceb0","MCS13_SPEXP1","\"MCS13_SPEXP1\"","ds","","true",""
"004ececc","MCS14_SPEXP1","\"MCS14_SPEXP1\"","ds","","true",""
"004ecee8","MCS15_SPEXP1","\"MCS15_SPEXP1\"","ds","","true",""
"004ecf04","VHT8SS2_SPEXP1","\"VHT8SS2_SPEXP1\"","ds","","true",""
"004ecf20","VHT9SS2_SPEXP1","\"VHT9SS2_SPEXP1\"","ds","","true",""
"004ecf58","MCS100_SPEXP1","\"MCS100_SPEXP1\"","ds","","true",""
"004ed83c","UART0","\"UART0\"","ds","s_UART0_004ed83c","true",""
"004ed844","UART1","\"UART1\"","ds","s_UART1_004ed844","true",""
"004ed84c","UART2","\"UART2\"","ds","s_UART2_004ed84c","true",""
"004ed854","UART3","\"UART3\"","ds","s_UART3_004ed854","true",""
"004ed85c","AFGHANISTAN","\"AFGHANISTAN\"","ds","s_AFGHANISTAN_004ed85c","true",""
"004ed86c","ALBANIA","\"ALBANIA\"","ds","s_ALBANIA_004ed86c","true",""
"004ed878","ALGERIA","\"ALGERIA\"","ds","s_ALGERIA_004ed878","true",""
"004ed884","AMERICAN SAMOA","\"AMERICAN SAMOA\"","ds","s_AMERICAN_SAMOA_004ed884","true",""
"004ed898","ANDORRA","\"ANDORRA\"","ds","s_ANDORRA_004ed898","true",""
"004ed8a4","ANGOLA","\"ANGOLA\"","ds","s_ANGOLA_004ed8a4","true",""
"004ed8b0","ANGUILLA","\"ANGUILLA\"","ds","s_ANGUILLA_004ed8b0","true",""
"004ed8c0","ANTARCTICA","\"ANTARCTICA\"","ds","s_ANTARCTICA_004ed8c0","true",""
"004ed8d0","ANTIGUA AND BARBUDA","\"ANTIGUA AND BARBUDA\"","ds","s_ANTIGUA_AND_BARBUDA_004ed8d0","true",""
"004ed8e8","ARGENTINA","\"ARGENTINA\"","ds","s_ARGENTINA_004ed8e8","true",""
"004ed8f8","ARMENIA","\"ARMENIA\"","ds","s_ARMENIA_004ed8f8","true",""
"004ed904","ARUBA","\"ARUBA\"","ds","s_ARUBA_004ed904","true",""
"004ed910","ASCENSION ISLAND","\"ASCENSION ISLAND\"","ds","s_ASCENSION_ISLAND_004ed910","true",""
"004ed928","AUSTRALIA","\"AUSTRALIA\"","ds","s_AUSTRALIA_004ed928","true",""
"004ed938","AUSTRIA","\"AUSTRIA\"","ds","s_AUSTRIA_004ed938","true",""
"004ed944","AZERBAIJAN","\"AZERBAIJAN\"","ds","s_AZERBAIJAN_004ed944","true",""
"004ed954","BAHAMAS","\"BAHAMAS\"","ds","s_BAHAMAS_004ed954","true",""
"004ed960","BAHRAIN","\"BAHRAIN\"","ds","s_BAHRAIN_004ed960","true",""
"004ed96c","BANGLADESH","\"BANGLADESH\"","ds","s_BANGLADESH_004ed96c","true",""
"004ed97c","BARBADOS","\"BARBADOS\"","ds","s_BARBADOS_004ed97c","true",""
"004ed98c","BELARUS","\"BELARUS\"","ds","s_BELARUS_004ed98c","true",""
"004ed998","BELGIUM","\"BELGIUM\"","ds","s_BELGIUM_004ed998","true",""
"004ed9a4","BELIZE","\"BELIZE\"","ds","s_BELIZE_004ed9a4","true",""
"004ed9b0","BENIN","\"BENIN\"","ds","s_BENIN_004ed9b0","true",""
"004ed9bc","BERMUDA","\"BERMUDA\"","ds","s_BERMUDA_004ed9bc","true",""
"004ed9c8","BHUTAN","\"BHUTAN\"","ds","s_BHUTAN_004ed9c8","true",""
"004ed9d4","BOLIVIA","\"BOLIVIA\"","ds","s_BOLIVIA_004ed9d4","true",""
"004ed9e0","BOSNIA AND HERZEGOVINA","\"BOSNIA AND HERZEGOVINA\"","ds","s_BOSNIA_AND_HERZEGOVINA_004ed9e0","true",""
"004ed9fc","BOTSWANA","\"BOTSWANA\"","ds","s_BOTSWANA_004ed9fc","true",""
"004eda0c","BOUVET ISLAND","\"BOUVET ISLAND\"","ds","s_BOUVET_ISLAND_004eda0c","true",""
"004eda20","BRAZIL","\"BRAZIL\"","ds","s_BRAZIL_004eda20","true",""
"004eda2c","BRITISH INDIAN OCEAN TERRITORY","\"BRITISH INDIAN OCEAN TERRITORY\"","ds","s_BRITISH_INDIAN_OCEAN_TERRITORY_004eda2c","true",""
"004eda50","BRUNEI DARUSSALAM","\"BRUNEI DARUSSALAM\"","ds","s_BRUNEI_DARUSSALAM_004eda50","true",""
"004eda68","BULGARIA","\"BULGARIA\"","ds","s_BULGARIA_004eda68","true",""
"004eda78","BURKINA FASO","\"BURKINA FASO\"","ds","s_BURKINA_FASO_004eda78","true",""
"004eda8c","BURUNDI","\"BURUNDI\"","ds","s_BURUNDI_004eda8c","true",""
"004eda98","CAMBODIA","\"CAMBODIA\"","ds","s_CAMBODIA_004eda98","true",""
"004edaa8","CAMEROON","\"CAMEROON\"","ds","s_CAMEROON_004edaa8","true",""
"004edab8","CANADA","\"CANADA\"","ds","s_CANADA_004edab8","true",""
"004edac4","CAPE VERDE","\"CAPE VERDE\"","ds","s_CAPE_VERDE_004edac4","true",""
"004edad4","CAYMAN ISLANDS","\"CAYMAN ISLANDS\"","ds","s_CAYMAN_ISLANDS_004edad4","true",""
"004edae8","CENTRAL AFRICAN REPUBLIC","\"CENTRAL AFRICAN REPUBLIC\"","ds","s_CENTRAL_AFRICAN_REPUBLIC_004edae8","true",""
"004edb14","CHILE","\"CHILE\"","ds","s_CHILE_004edb14","true",""
"004edb20","CHINA","\"CHINA\"","ds","s_CHINA_004edb20","true",""
"004edb2c","CHRISTMAS ISLAND","\"CHRISTMAS ISLAND\"","ds","s_CHRISTMAS_ISLAND_004edb2c","true",""
"004edb44","CLIPPERTON ISLAND","\"CLIPPERTON ISLAND\"","ds","s_CLIPPERTON_ISLAND_004edb44","true",""
"004edb5c","COCOS (KEELING) ISLANDS","\"COCOS (KEELING) ISLANDS\"","ds","s_COCOS_(KEELING)_ISLANDS_004edb5c","true",""
"004edb78","COLOMBIA","\"COLOMBIA\"","ds","s_COLOMBIA_004edb78","true",""
"004edb88","COMOROS","\"COMOROS\"","ds","s_COMOROS_004edb88","true",""
"004edb94","CONGO","\"CONGO\"","ds","s_CONGO_004edb94","true",""
"004edba0","CONGO\, THE DEMOCRATIC REPUBLIC OF THE","\"CONGO\, THE DEMOCRATIC REPUBLIC OF THE\"","ds","s_CONGO\,_THE_DEMOCRATIC_REPUBLIC_O_004edba0","true",""
"004edbcc","COOK ISLANDS","\"COOK ISLANDS\"","ds","s_COOK_ISLANDS_004edbcc","true",""
"004edbe0","COSTA RICA","\"COSTA RICA\"","ds","s_COSTA_RICA_004edbe0","true",""
"004edbf0","COTE D'IVOIRE","\"COTE D'IVOIRE\"","ds","s_COTE_D'IVOIRE_004edbf0","true",""
"004edc04","CROATIA","\"CROATIA\"","ds","s_CROATIA_004edc04","true",""
"004edc1c","CYPRUS","\"CYPRUS\"","ds","s_CYPRUS_004edc1c","true",""
"004edc28","CZECH REPUBLIC","\"CZECH REPUBLIC\"","ds","s_CZECH_REPUBLIC_004edc28","true",""
"004edc3c","DENMARK","\"DENMARK\"","ds","s_DENMARK_004edc3c","true",""
"004edc48","DJIBOUTI","\"DJIBOUTI\"","ds","s_DJIBOUTI_004edc48","true",""
"004edc58","DOMINICA","\"DOMINICA\"","ds","s_DOMINICA_004edc58","true",""
"004edc68","DOMINICAN REPUBLIC","\"DOMINICAN REPUBLIC\"","ds","s_DOMINICAN_REPUBLIC_004edc68","true",""
"004edc80","ECUADOR","\"ECUADOR\"","ds","s_ECUADOR_004edc80","true",""
"004edc8c","EGYPT","\"EGYPT\"","ds","s_EGYPT_004edc8c","true",""
"004edc98","EL SALVADOR","\"EL SALVADOR\"","ds","s_EL_SALVADOR_004edc98","true",""
"004edca8","EQUATORIAL GUINEA","\"EQUATORIAL GUINEA\"","ds","s_EQUATORIAL_GUINEA_004edca8","true",""
"004edcc0","ERITREA","\"ERITREA\"","ds","s_ERITREA_004edcc0","true",""
"004edccc","ESTONIA","\"ESTONIA\"","ds","s_ESTONIA_004edccc","true",""
"004edcd8","ETHIOPIA","\"ETHIOPIA\"","ds","s_ETHIOPIA_004edcd8","true",""
"004edce8","FALKLAND ISLANDS (MALVINAS)","\"FALKLAND ISLANDS (MALVINAS)\"","ds","s_FALKLAND_ISLANDS_(MALVINAS)_004edce8","true",""
"004edd08","FAROE ISLANDS","\"FAROE ISLANDS\"","ds","s_FAROE_ISLANDS_004edd08","true",""
"004edd28","FINLAND","\"FINLAND\"","ds","s_FINLAND_004edd28","true",""
"004edd34","FRANCE","\"FRANCE\"","ds","s_FRANCE_004edd34","true",""
"004edd40","FRENCH GUIANA","\"FRENCH GUIANA\"","ds","s_FRENCH_GUIANA_004edd40","true",""
"004edd54","FRENCH POLYNESIA","\"FRENCH POLYNESIA\"","ds","s_FRENCH_POLYNESIA_004edd54","true",""
"004edd6c","FRENCH SOUTHERN TERRITORIES","\"FRENCH SOUTHERN TERRITORIES\"","ds","s_FRENCH_SOUTHERN_TERRITORIES_004edd6c","true",""
"004edd8c","GABON","\"GABON\"","ds","s_GABON_004edd8c","true",""
"004edd98","GAMBIA","\"GAMBIA\"","ds","s_GAMBIA_004edd98","true",""
"004edda4","GEORGIA","\"GEORGIA\"","ds","s_GEORGIA_004edda4","true",""
"004eddb0","GERMANY","\"GERMANY\"","ds","s_GERMANY_004eddb0","true",""
"004eddbc","GHANA","\"GHANA\"","ds","s_GHANA_004eddbc","true",""
"004eddc8","GIBRALTAR","\"GIBRALTAR\"","ds","s_GIBRALTAR_004eddc8","true",""
"004eddd8","GREECE","\"GREECE\"","ds","s_GREECE_004eddd8","true",""
"004edde4","GREENLAND","\"GREENLAND\"","ds","s_GREENLAND_004edde4","true",""
"004eddf4","GRENADA","\"GRENADA\"","ds","s_GRENADA_004eddf4","true",""
"004ede00","GUADELOUPE","\"GUADELOUPE\"","ds","s_GUADELOUPE_004ede00","true",""
"004ede1c","GUATEMALA","\"GUATEMALA\"","ds","s_GUATEMALA_004ede1c","true",""
"004ede2c","GUERNSEY","\"GUERNSEY\"","ds","s_GUERNSEY_004ede2c","true",""
"004ede3c","GUINEA","\"GUINEA\"","ds","s_GUINEA_004ede3c","true",""
"004ede48","GUINEA-BISSAU","\"GUINEA-BISSAU\"","ds","s_GUINEA-BISSAU_004ede48","true",""
"004ede5c","GUYANA","\"GUYANA\"","ds","s_GUYANA_004ede5c","true",""
"004ede68","HAITI","\"HAITI\"","ds","s_HAITI_004ede68","true",""
"004ede74","HEARD ISLAND AND MCDONALD ISLANDS","\"HEARD ISLAND AND MCDONALD ISLANDS\"","ds","s_HEARD_ISLAND_AND_MCDONALD_ISLAND_004ede74","true",""
"004ede9c","HOLY SEE (VATICAN CITY STATE)","\"HOLY SEE (VATICAN CITY STATE)\"","ds","s_HOLY_SEE_(VATICAN_CITY_STATE)_004ede9c","true",""
"004edec0","HONDURAS","\"HONDURAS\"","ds","s_HONDURAS_004edec0","true",""
"004eded0","HONG KONG","\"HONG KONG\"","ds","s_HONG_KONG_004eded0","true",""
"004edee0","HUNGARY","\"HUNGARY\"","ds","s_HUNGARY_004edee0","true",""
"004edeec","ICELAND","\"ICELAND\"","ds","s_ICELAND_004edeec","true",""
"004edef8","INDIA","\"INDIA\"","ds","s_INDIA_004edef8","true",""
"004edf04","INDONESIA","\"INDONESIA\"","ds","s_INDONESIA_004edf04","true",""
"004edf14","IRAN\, ISLAMIC REPUBLIC OF","\"IRAN\, ISLAMIC REPUBLIC OF\"","ds","s_IRAN\,_ISLAMIC_REPUBLIC_OF_004edf14","true",""
"004edf40","IRELAND","\"IRELAND\"","ds","s_IRELAND_004edf40","true",""
"004edf4c","ISRAEL","\"ISRAEL\"","ds","s_ISRAEL_004edf4c","true",""
"004edf58","ITALY","\"ITALY\"","ds","s_ITALY_004edf58","true",""
"004edf64","JAMAICA","\"JAMAICA\"","ds","s_JAMAICA_004edf64","true",""
"004edf70","JAPAN","\"JAPAN\"","ds","s_JAPAN_004edf70","true",""
"004edf7c","JERSEY","\"JERSEY\"","ds","s_JERSEY_004edf7c","true",""
"004edf88","JORDAN","\"JORDAN\"","ds","s_JORDAN_004edf88","true",""
"004edf94","KAZAKHSTAN","\"KAZAKHSTAN\"","ds","s_KAZAKHSTAN_004edf94","true",""
"004edfa4","KENYA","\"KENYA\"","ds","s_KENYA_004edfa4","true",""
"004edfb0","KIRIBATI","\"KIRIBATI\"","ds","s_KIRIBATI_004edfb0","true",""
"004edfc0","KOREA\, DEMOCRATIC PEOPLE'S REPUBLIC OF","\"KOREA\, DEMOCRATIC PEOPLE'S REPUBLIC OF\"","ds","s_KOREA\,_DEMOCRATIC_PEOPLE'S_REPUB_004edfc0","true",""
"004edfec","KOREA\, REPUBLIC OF","\"KOREA\, REPUBLIC OF\"","ds","s_KOREA\,_REPUBLIC_OF_004edfec","true",""
"004ee004","KUWAIT","\"KUWAIT\"","ds","s_KUWAIT_004ee004","true",""
"004ee010","KYRGYZSTAN","\"KYRGYZSTAN\"","ds","s_KYRGYZSTAN_004ee010","true",""
"004ee020","LAO PEOPLE'S DEMOCRATIC REPUBLIC","\"LAO PEOPLE'S DEMOCRATIC REPUBLIC\"","ds","s_LAO_PEOPLE'S_DEMOCRATIC_REPUBLIC_004ee020","true",""
"004ee048","LATVIA","\"LATVIA\"","ds","s_LATVIA_004ee048","true",""
"004ee054","LEBANON","\"LEBANON\"","ds","s_LEBANON_004ee054","true",""
"004ee060","LESOTHO","\"LESOTHO\"","ds","s_LESOTHO_004ee060","true",""
"004ee06c","LIBERIA","\"LIBERIA\"","ds","s_LIBERIA_004ee06c","true",""
"004ee078","LIBYAN ARAB JAMAHIRIYA","\"LIBYAN ARAB JAMAHIRIYA\"","ds","s_LIBYAN_ARAB_JAMAHIRIYA_004ee078","true",""
"004ee094","LIECHTENSTEIN","\"LIECHTENSTEIN\"","ds","s_LIECHTENSTEIN_004ee094","true",""
"004ee0a8","LITHUANIA","\"LITHUANIA\"","ds","s_LITHUANIA_004ee0a8","true",""
"004ee0b8","LUXEMBOURG","\"LUXEMBOURG\"","ds","s_LUXEMBOURG_004ee0b8","true",""
"004ee0c8","MACAO","\"MACAO\"","ds","s_MACAO_004ee0c8","true",""
"004ee0d4","MACEDONIA\, THE FORMER YUGOSLAV REPUBLIC OF","\"MACEDONIA\, THE FORMER YUGOSLAV REPUBLIC OF\"","ds","s_MACEDONIA\,_THE_FORMER_YUGOSLAV_R_004ee0d4","true",""
"004ee104","MADAGASCAR","\"MADAGASCAR\"","ds","s_MADAGASCAR_004ee104","true",""
"004ee114","MALAWI","\"MALAWI\"","ds","s_MALAWI_004ee114","true",""
"004ee120","MALAYSIA","\"MALAYSIA\"","ds","s_MALAYSIA_004ee120","true",""
"004ee130","MALDIVES","\"MALDIVES\"","ds","s_MALDIVES_004ee130","true",""
"004ee14c","MALTA","\"MALTA\"","ds","s_MALTA_004ee14c","true",""
"004ee158","MAN\, ISLE OF","\"MAN\, ISLE OF\"","ds","s_MAN\,_ISLE_OF_004ee158","true",""
"004ee16c","MARSHALL ISLANDS","\"MARSHALL ISLANDS\"","ds","s_MARSHALL_ISLANDS_004ee16c","true",""
"004ee184","MARTINIQUE","\"MARTINIQUE\"","ds","s_MARTINIQUE_004ee184","true",""
"004ee194","MAURITANIA","\"MAURITANIA\"","ds","s_MAURITANIA_004ee194","true",""
"004ee1a4","MAURITIUS","\"MAURITIUS\"","ds","s_MAURITIUS_004ee1a4","true",""
"004ee1b4","MAYOTTE","\"MAYOTTE\"","ds","s_MAYOTTE_004ee1b4","true",""
"004ee1c0","MEXICO","\"MEXICO\"","ds","s_MEXICO_004ee1c0","true",""
"004ee1cc","MICRONESIA\, FEDERATED STATES OF","\"MICRONESIA\, FEDERATED STATES OF\"","ds","s_MICRONESIA\,_FEDERATED_STATES_OF_004ee1cc","true",""
"004ee1f0","MOLDOVA\, REPUBLIC OF","\"MOLDOVA\, REPUBLIC OF\"","ds","s_MOLDOVA\,_REPUBLIC_OF_004ee1f0","true",""
"004ee20c","MONACO","\"MONACO\"","ds","s_MONACO_004ee20c","true",""
"004ee218","MONGOLIA","\"MONGOLIA\"","ds","s_MONGOLIA_004ee218","true",""
"004ee228","MONTENEGRO","\"MONTENEGRO\"","ds","s_MONTENEGRO_004ee228","true",""
"004ee238","MONTSERRAT","\"MONTSERRAT\"","ds","s_MONTSERRAT_004ee238","true",""
"004ee248","MOROCCO","\"MOROCCO\"","ds","s_MOROCCO_004ee248","true",""
"004ee254","MOZAMBIQUE","\"MOZAMBIQUE\"","ds","s_MOZAMBIQUE_004ee254","true",""
"004ee264","MYANMAR","\"MYANMAR\"","ds","s_MYANMAR_004ee264","true",""
"004ee270","NAMIBIA","\"NAMIBIA\"","ds","s_NAMIBIA_004ee270","true",""
"004ee27c","NAURU","\"NAURU\"","ds","s_NAURU_004ee27c","true",""
"004ee288","NEPAL","\"NEPAL\"","ds","s_NEPAL_004ee288","true",""
"004ee294","NETHERLANDS","\"NETHERLANDS\"","ds","s_NETHERLANDS_004ee294","true",""
"004ee2a4","NETHERLANDS ANTILLES","\"NETHERLANDS ANTILLES\"","ds","s_NETHERLANDS_ANTILLES_004ee2a4","true",""
"004ee2c0","NEW CALEDONIA","\"NEW CALEDONIA\"","ds","s_NEW_CALEDONIA_004ee2c0","true",""
"004ee2d4","NEW ZEALAND","\"NEW ZEALAND\"","ds","s_NEW_ZEALAND_004ee2d4","true",""
"004ee2e4","NICARAGUA","\"NICARAGUA\"","ds","s_NICARAGUA_004ee2e4","true",""
"004ee2f4","NIGER","\"NIGER\"","ds","s_NIGER_004ee2f4","true",""
"004ee300","NIGERIA","\"NIGERIA\"","ds","s_NIGERIA_004ee300","true",""
"004ee318","NORFOLK ISLAND","\"NORFOLK ISLAND\"","ds","s_NORFOLK_ISLAND_004ee318","true",""
"004ee32c","NORTHERN MARIANA ISLANDS","\"NORTHERN MARIANA ISLANDS\"","ds","s_NORTHERN_MARIANA_ISLANDS_004ee32c","true",""
"004ee34c","NORWAY","\"NORWAY\"","ds","s_NORWAY_004ee34c","true",""
"004ee364","PAKISTAN","\"PAKISTAN\"","ds","s_PAKISTAN_004ee364","true",""
"004ee374","PALAU","\"PALAU\"","ds","s_PALAU_004ee374","true",""
"004ee380","PALESTINIAN TERRITORY\, OCCUPIED","\"PALESTINIAN TERRITORY\, OCCUPIED\"","ds","s_PALESTINIAN_TERRITORY\,_OCCUPIED_004ee380","true",""
"004ee3a4","PANAMA","\"PANAMA\"","ds","s_PANAMA_004ee3a4","true",""
"004ee3b0","PAPUA NEW GUINEA","\"PAPUA NEW GUINEA\"","ds","s_PAPUA_NEW_GUINEA_004ee3b0","true",""
